trial,bleu,precision,recall,f1
1,0.11089980812924878,0.7338376045227051,0.7345816493034363,0.734209418296814
2,0.05523505293630714,0.6576906442642212,0.6011284589767456,0.6281387805938721
3,0.05826755834687036,0.7267138957977295,0.6311452388763428,0.6755663752555847
4,0.07231484349644872,0.678986668586731,0.6331343054771423,0.6552593111991882
5,0.07242012264608758,0.8026278018951416,0.6571487188339233,0.7226392030715942
6,0.04653930225396397,0.5073652267456055,0.5418812036514282,0.5240554809570312
7,0.08179746022419071,0.6251168251037598,0.6612014770507812,0.6426530480384827
8,0.02728387091768156,0.5812986493110657,0.614333987236023,0.5973598957061768
9,0.02848316346268207,0.5424482822418213,0.6402561664581299,0.5873079299926758
10,0.014499064710172375,0.6292164325714111,0.5459303259849548,0.5846219658851624
11,0.14592853580170642,0.7507988214492798,0.6911251544952393,0.7197271585464478
12,0.05754114282372544,0.6223876476287842,0.6280021667480469,0.6251823306083679
13,0.031729639593067877,0.6055930852890015,0.5714939832687378,0.588049590587616
14,0.07820436134766223,0.6965458393096924,0.6263216733932495,0.6595697999000549
15,0.02638173579799709,0.562779426574707,0.5968101024627686,0.5792953968048096
16,0.05341033648435121,0.6628422737121582,0.6155766248703003,0.6383357048034668
17,0.05853204118576676,0.6438863277435303,0.5978960394859314,0.6200394630432129
18,0.06399161970357369,0.7076320648193359,0.689848780632019,0.6986272931098938
19,0.036448391949609665,0.6578561663627625,0.5934066772460938,0.6239715814590454
20,0.03872536495996818,0.6578337550163269,0.5542045831680298,0.6015890836715698
21,0.09381517774889031,0.6749481558799744,0.6548871994018555,0.6647663116455078
22,0.04310389242585812,0.5714991688728333,0.572713315486908,0.5721056461334229
23,0.16379320297888722,0.8118948936462402,0.7139207124710083,0.7597622871398926
24,0.07633637993228942,0.6497818231582642,0.6361737251281738,0.6429057717323303
25,0.07382124801748796,0.6619566679000854,0.6889233589172363,0.6751708388328552
26,0.34706002232821226,0.8199758529663086,0.8226264715194702,0.8212990164756775
27,0.08112415929103484,0.6338554620742798,0.680368959903717,0.6562890410423279
28,0.08658968499876217,0.7519055604934692,0.6417917609214783,0.6924987435340881
29,0.06083730678031332,0.7070404291152954,0.6218141913414001,0.661694347858429
30,0.018599679704366334,0.633373498916626,0.5775299072265625,0.6041640043258667
31,0.06413475280960272,0.6029303073883057,0.617458701133728,0.6101080179214478
32,0.07273730915838109,0.6962023973464966,0.685102105140686,0.6906076073646545
33,0.10940588103111788,0.666978120803833,0.7410581111907959,0.7020693421363831
34,0.17714419671309567,0.8151261806488037,0.8223681449890137,0.8187311291694641
35,0.05339359542415045,0.6038759350776672,0.6814591288566589,0.6403260231018066
36,0.05293226985710879,0.6829237937927246,0.6426469087600708,0.6621734499931335
37,0.050981294641771306,0.643704354763031,0.7075700759887695,0.6741279363632202
38,0.06015396740635244,0.6279464960098267,0.6282970905303955,0.6281217336654663
39,0.08997770410644088,0.6957178115844727,0.6652892827987671,0.6801633834838867
40,0.07804686771723575,0.7524570226669312,0.713696300983429,0.7325642704963684
41,0.07684077808485537,0.6823718547821045,0.6630349159240723,0.6725643873214722
42,0.038304585359436275,0.5756500363349915,0.6203528642654419,0.5971660017967224
43,0.13316294836285653,0.736157238483429,0.7211562395095825,0.7285795211791992
44,0.05923977843487959,0.7444705367088318,0.6256468296051025,0.6799061894416809
45,0.0355709392774,0.6132429838180542,0.6117712259292603,0.6125062108039856
46,0.00043554967962939706,0.6155236959457397,0.4492039084434509,0.5193734765052795
47,0.024727137025601958,0.6094334125518799,0.557354211807251,0.5822315216064453
48,0.11234136976296144,0.7175283432006836,0.6654919981956482,0.6905311942100525
49,0.012499507879906115,0.6538412570953369,0.5527406334877014,0.599055290222168
50,0.03345642436696984,0.6220343112945557,0.5828502774238586,0.6018052101135254
51,0.12493262523920212,0.7891552448272705,0.8003705739974976,0.794723391532898
52,0.1109307523047732,0.6784948110580444,0.6160266399383545,0.6457535028457642
53,0.013448896661580622,0.650239884853363,0.5539473295211792,0.5982436537742615
54,0.06863962189122934,0.6760486960411072,0.6195659637451172,0.6465761065483093
55,0.050320258356776865,0.6803549528121948,0.6515190601348877,0.6656248569488525
56,0.04152853401929868,0.652001142501831,0.572729229927063,0.6097997426986694
57,0.050946800376411736,0.651296854019165,0.6273148059844971,0.6390809416770935
58,0.05146416430363097,0.613489031791687,0.5969178080558777,0.6050900220870972
59,0.06085783005398729,0.638494074344635,0.6952983140945435,0.6656865477561951
60,0.1528938471768603,0.7347562313079834,0.7331051826477051,0.7339298129081726
61,0.06923322363647008,0.651875376701355,0.6379745602607727,0.6448500156402588
62,0.047479231884875676,0.6088147163391113,0.6372858285903931,0.6227250099182129
63,0.017422597110678444,0.6258276700973511,0.5455711483955383,0.5829500555992126
64,0.05903563821978997,0.6288903951644897,0.6794750690460205,0.6532048583030701
65,0.05284714574878686,0.6486584544181824,0.6636951565742493,0.6560906767845154
66,0.05364536043308194,0.5658656358718872,0.5357243418693542,0.550382673740387
67,0.11344436415139147,0.6710232496261597,0.6961178183555603,0.6833402514457703
68,0.08176498399711213,0.6219573616981506,0.6645126342773438,0.642531156539917
69,0.0028047997649412403,0.6292172074317932,0.5002701282501221,0.557383120059967
70,0.09181766452399487,0.6616307497024536,0.658689022064209,0.6601566076278687
71,0.007932295738066392,0.6293247938156128,0.5337432622909546,0.5776065587997437
72,0.04236865616432892,0.6084810495376587,0.623754620552063,0.6160231828689575
73,0.19874805270818272,0.8100711107254028,0.7785189151763916,0.7939817309379578
74,0.07056792307437787,0.6784764528274536,0.6375625729560852,0.6573835015296936
75,0.11446466459318057,0.6459636688232422,0.7065954208374023,0.6749205589294434
76,0.03570229436688724,0.6123421788215637,0.5559169054031372,0.5827668905258179
77,0.07494252726500218,0.6492807865142822,0.6584053039550781,0.6538112163543701
78,0.01922791923855196,0.5619559288024902,0.5514811277389526,0.5566692352294922
79,0.09487011459944776,0.7044066190719604,0.7629779577255249,0.7325233817100525
80,0.028849834463740853,0.6499621272087097,0.5380539298057556,0.5887372493743896
81,0.005496455149228448,0.5669008493423462,0.46629172563552856,0.5116977691650391
82,0.13339540218199514,0.7395162582397461,0.6677541732788086,0.7018054723739624
83,0.013261675435031447,0.6747835278511047,0.5523167848587036,0.6074389219284058
84,0.10295535715376296,0.650869607925415,0.6272578239440918,0.6388456225395203
85,0.07211953365799155,0.6571990847587585,0.6980940103530884,0.6770296096801758
86,0.021134173328739004,0.6611834764480591,0.5274438858032227,0.5867897272109985
87,0.06240103183636865,0.6179230213165283,0.6453464031219482,0.63133704662323
88,0.030342968868924076,0.4917130470275879,0.5937527418136597,0.5379367470741272
89,0.04364325671325826,0.679680347442627,0.6110734939575195,0.643553614616394
90,0.009435940003285286,0.6329787373542786,0.531170129776001,0.5776227116584778
91,0.10451132218698816,0.7335572242736816,0.7602311372756958,0.7466560006141663
92,0.012141832238564325,0.6344943642616272,0.5124476552009583,0.5669775009155273
93,0.0314640987127159,0.5790754556655884,0.6204708814620972,0.5990588665008545
94,0.11497446382343414,0.6020633578300476,0.5555833578109741,0.5778902769088745
95,0.022056617955761748,0.5257850885391235,0.5748107433319092,0.549206018447876
96,0.061404706523150075,0.6649836301803589,0.7113226056098938,0.6873729825019836
97,0.02216041851566117,0.5824047327041626,0.5751525163650513,0.5787559151649475
98,0.08183649700019567,0.6810494661331177,0.679810643196106,0.6804295182228088
99,0.03400712360685275,0.6797887086868286,0.5759817361831665,0.6235947012901306
100,0.07330721051688588,0.6443163156509399,0.6254663467407227,0.6347514390945435
101,0.14377444833877379,0.709750771522522,0.7410359382629395,0.7250560522079468
102,0.02290022936991643,0.5281816124916077,0.6736111640930176,0.5920971632003784
103,0.06434416498906739,0.6850611567497253,0.6179476976394653,0.6497761011123657
104,0.06032945186845831,0.5919349789619446,0.5744998455047607,0.583087146282196
105,0.015225800129431456,0.6732878684997559,0.5774266719818115,0.6216835975646973
106,0.019142171654330322,0.5162906646728516,0.578715443611145,0.5457236766815186
107,0.0835718052536456,0.6319403648376465,0.6598905324935913,0.6456130743026733
108,0.07591340123161701,0.6579324007034302,0.6035155057907104,0.6295502185821533
109,0.029619587643468948,0.5420664548873901,0.6088280081748962,0.5735108852386475
110,0.05451106853660814,0.6119447946548462,0.626520037651062,0.6191466450691223
111,0.03541880692914918,0.6538732647895813,0.5826851725578308,0.6162300705909729
112,0.038933090836682206,0.5025608539581299,0.6660804748535156,0.5728806257247925
113,0.039662476366175724,0.5603255033493042,0.5901446342468262,0.5748486518859863
114,0.07634440276211676,0.6355337500572205,0.6804243922233582,0.6572133898735046
115,0.0541811535451203,0.6634617447853088,0.5910990834236145,0.6251934766769409
116,0.04491605099554158,0.6034228205680847,0.6338552236557007,0.6182647943496704
117,0.19272300310267862,0.7424992322921753,0.8087406158447266,0.7742055654525757
118,0.029414672430809658,0.6930215358734131,0.5648088455200195,0.6223807334899902
119,0.0634127718367322,0.6387401819229126,0.692378044128418,0.6644784212112427
120,0.04814312436582783,0.6879520416259766,0.630928635597229,0.6582075953483582
121,0.03264722956509236,0.5771102905273438,0.6054803133010864,0.5909550189971924
122,0.0207815352122427,0.6604027152061462,0.5315917730331421,0.5890374183654785
123,0.030770583999263176,0.6085118651390076,0.5655269622802734,0.5862324833869934
124,0.0717093570287254,0.5727069973945618,0.6214380264282227,0.5960782170295715
125,0.035788084744571326,0.5964611768722534,0.6465176343917847,0.6204814910888672
126,0.058360357923216984,0.6101176738739014,0.6663650870323181,0.6370021104812622
127,0.05491708242157551,0.652931809425354,0.6842809319496155,0.6682388782501221
128,0.0737827993894176,0.6593763828277588,0.6196494102478027,0.6388959288597107
129,0.04555390564868639,0.48867088556289673,0.5999726057052612,0.5386320352554321
130,0.11663716420474568,0.7113849520683289,0.7899020910263062,0.748590350151062
131,0.05358219130314552,0.5867764949798584,0.6237661242485046,0.6047061085700989
132,0.04781541956433345,0.6556912064552307,0.6351540684700012,0.6452592611312866
133,0.05373612991359375,0.6889432668685913,0.6022230982780457,0.6426709890365601
134,0.07210332420540559,0.7117332220077515,0.6335281133651733,0.6703574657440186
135,0.05692126416022364,0.6797131299972534,0.608046293258667,0.64188551902771
136,0.04327516118231079,0.6210787892341614,0.5764001607894897,0.5979059338569641
137,0.025080132739809913,0.5717847347259521,0.6181589365005493,0.594068169593811
138,0.014128955826727966,0.621994137763977,0.5275877118110657,0.5709144473075867
139,0.08396789074236981,0.6253056526184082,0.7762486934661865,0.6926491260528564
140,0.08660233503828865,0.7043020725250244,0.6417797207832336,0.6715888977050781
141,0.04495895049531868,0.7122507095336914,0.6320345401763916,0.6697493195533752
142,0.0850412029270022,0.6893160343170166,0.6733670234680176,0.6812481880187988
143,0.06652863695129632,0.6907455325126648,0.6970905065536499,0.6939035654067993
144,0.04761546913239007,0.5730302929878235,0.6242105960845947,0.5975265502929688
145,0.12208419439047329,0.6237762570381165,0.6563951969146729,0.639670193195343
146,0.07178615883516197,0.5963752269744873,0.6150949001312256,0.6055904626846313
147,0.03907997018457219,0.5445563197135925,0.632158637046814,0.5850966572761536
148,0.02530194530415163,0.5472965240478516,0.5580350160598755,0.5526136159896851
149,0.03703664839415363,0.6888864040374756,0.6228165030479431,0.6541874408721924
150,0.08648810718038882,0.6695656776428223,0.6304382085800171,0.6494131088256836
151,0.0708646365798273,0.6205446720123291,0.6109069585800171,0.6156880855560303
152,0.07785060930762754,0.6120902299880981,0.6702404022216797,0.6398468017578125
153,0.04003735406240385,0.5657370090484619,0.658208966255188,0.6084797382354736
154,0.06661385872469361,0.6354588270187378,0.5893900394439697,0.6115580797195435
155,0.12258377655446374,0.5980184674263,0.6045708060264587,0.6012768149375916
156,0.04897750060958151,0.7336108684539795,0.6852502226829529,0.7086063623428345
157,0.0496756419406891,0.6052019596099854,0.7203091979026794,0.6577576398849487
158,0.15321758750879666,0.677460789680481,0.726260781288147,0.7010125517845154
159,0.0548906272531616,0.6788627505302429,0.6168622970581055,0.6463791131973267
160,0.07675522692516597,0.6903761029243469,0.640117883682251,0.6642978191375732
161,0.053309756401506446,0.6795939207077026,0.5779244303703308,0.6246492266654968
162,0.1202475227807651,0.7813907861709595,0.7187774181365967,0.748777449131012
163,0.050381246201831084,0.6472483277320862,0.616836428642273,0.6316764950752258
164,0.11828607282051375,0.7462705373764038,0.8046319484710693,0.7743531465530396
165,0.07740880571454924,0.6328896284103394,0.6182161569595337,0.6254668235778809
166,0.1384611223917612,0.6841734647750854,0.7091373205184937,0.6964317560195923
167,0.02009536349752479,0.6967452168464661,0.5836535692214966,0.6352049708366394
168,0.03486024770551748,0.5610875487327576,0.6319035291671753,0.5943937301635742
169,0.05759997769072074,0.6727379560470581,0.5416097044944763,0.6000940799713135
170,0.007161387651278758,0.6081214547157288,0.5037951469421387,0.551064133644104
171,0.06887864010671733,0.6653580069541931,0.6136913299560547,0.6384811401367188
172,0.035262256717096235,0.6678807735443115,0.6077055931091309,0.6363738179206848
173,0.09775315109516497,0.6440558433532715,0.6110801696777344,0.6271348595619202
174,0.05560582430468031,0.7308447957038879,0.6462998390197754,0.6859771609306335
175,0.13109649740305762,0.6365558505058289,0.6895293593406677,0.6619845628738403
176,0.13762622056794918,0.6572245955467224,0.6870376467704773,0.6718004941940308
177,0.050556192489193935,0.606223464012146,0.586289644241333,0.5960898995399475
178,0.08703916496842518,0.6814980506896973,0.6908057928085327,0.686120331287384
179,0.07924844906268136,0.7308487892150879,0.7015255093574524,0.7158870697021484
180,0.015475938576613156,0.4476272463798523,0.5230163931846619,0.48239412903785706
181,0.14945003560393127,0.7054451704025269,0.716900110244751,0.7111265063285828
182,0.02063810389518389,0.5903844833374023,0.5385803580284119,0.5632938742637634
183,0.20842505461747637,0.7863574624061584,0.7253960371017456,0.7546475529670715
184,0.06502252633359581,0.6436238288879395,0.6310641765594482,0.637282133102417
185,0.07247144534225167,0.6492109894752502,0.6655163764953613,0.6572626233100891
186,0.07289169416927566,0.6243523359298706,0.5939383506774902,0.608765721321106
187,0.0480358280660764,0.6703656911849976,0.655724287033081,0.6629641652107239
188,0.07732703243800997,0.7646385431289673,0.7025042772293091,0.7322556972503662
189,0.01346216026818992,0.6125651597976685,0.5392075181007385,0.5735501646995544
190,0.033635622245651864,0.566926121711731,0.6910917162895203,0.6228814125061035
191,0.022256621844535897,0.46483030915260315,0.5926477313041687,0.5210143327713013
192,0.07368685827542422,0.6429767608642578,0.7001647353172302,0.6703532338142395
193,0.049896225582317426,0.6974598169326782,0.6584580540657043,0.6773979663848877
194,0.06080001446929997,0.6395549178123474,0.6147575378417969,0.6269111037254333
195,0.09372966931648338,0.6496615409851074,0.6775692701339722,0.6633220314979553
196,0.03786225443734415,0.734470784664154,0.6018471717834473,0.6615778207778931
197,0.10814872599823828,0.5688870549201965,0.5590994358062744,0.563950777053833
198,0.09666801388811054,0.7490862607955933,0.6179269552230835,0.677214503288269
199,0.03560032369217044,0.5827470421791077,0.5670328140258789,0.5747826099395752
200,0.09446807977578654,0.7150589227676392,0.6734068989753723,0.6936081051826477
201,0.030097605034147566,0.6557700634002686,0.5789705514907837,0.6149818897247314
202,0.11086313829468421,0.658768355846405,0.6870457530021667,0.6726099848747253
203,0.032592020080160135,0.6476523280143738,0.6149871945381165,0.6308972239494324
204,0.045312280851748335,0.6448274850845337,0.5887205600738525,0.6154980659484863
205,0.05052746460823414,0.6537225246429443,0.619408369064331,0.6361030340194702
206,0.04697013672765523,0.6330112218856812,0.612348198890686,0.6225082874298096
207,0.07115745190228208,0.613386869430542,0.614755392074585,0.6140703558921814
208,0.13602338810601186,0.688075065612793,0.6908208727836609,0.6894451975822449
209,0.05914427984028774,0.6529930830001831,0.6794410347938538,0.6659545302391052
210,0.08660866334446889,0.6480184197425842,0.6123496890068054,0.6296793222427368
211,0.01599283265197233,0.6939648389816284,0.5942367315292358,0.640240490436554
212,0.01887366340850174,0.5029211044311523,0.6086875200271606,0.5507726073265076
213,0.03482929836381135,0.5752174258232117,0.649938702583313,0.6102995276451111
214,0.07502707389982576,0.6559211015701294,0.6791154146194458,0.6673167943954468
215,0.04033853913395413,0.6754778623580933,0.5921570062637329,0.6310791373252869
216,0.05982954050768129,0.6945500373840332,0.63069748878479,0.6610854864120483
217,0.037491086020021366,0.6272906064987183,0.5634580850601196,0.5936633944511414
218,0.019362570126746394,0.5142989158630371,0.6170373558998108,0.5610032677650452
219,0.07080606552077248,0.6586146354675293,0.6690530180931091,0.6637927889823914
220,0.17601370036627165,0.7398929595947266,0.7587630748748779,0.7492092251777649
221,0.05634867264110892,0.6109564900398254,0.6429208517074585,0.6265312433242798
222,0.021757403553446332,0.6409121751785278,0.586514413356781,0.6125079393386841
223,0.0528909231999076,0.7259514331817627,0.6567601561546326,0.6896246075630188
224,0.03973376957798845,0.6024043560028076,0.5840113162994385,0.5930652618408203
225,0.08350963024922885,0.6383346915245056,0.6377438306808472,0.6380391120910645
226,0.08428028129366966,0.6575618982315063,0.6557797193527222,0.6566696166992188
227,0.044483632341150665,0.633490800857544,0.6147129535675049,0.6239606142044067
228,0.06109972584045144,0.6562297344207764,0.6073590517044067,0.6308493614196777
229,0.01640017188057799,0.571927547454834,0.49192285537719727,0.5289168953895569
230,0.04325023587508464,0.5980435609817505,0.5938200950622559,0.5959243178367615
231,0.0676592125521478,0.6313948631286621,0.5997098684310913,0.6151446104049683
232,0.09763548640915645,0.7190794944763184,0.6776103377342224,0.697729229927063
233,0.06006091277791709,0.6619126796722412,0.6316053867340088,0.646403968334198
234,0.03024950655746206,0.5841500163078308,0.6335946917533875,0.6078685522079468
235,0.03148684897108349,0.5348533391952515,0.6186370849609375,0.5737023949623108
236,0.03975626139141522,0.6550477743148804,0.5855947732925415,0.6183772087097168
237,0.11892870187470396,0.6658461689949036,0.7015260457992554,0.6832205653190613
238,0.1481166129534586,0.7056277394294739,0.6769382357597351,0.6909853219985962
239,0.09209907810664589,0.6195226311683655,0.6631033420562744,0.6405726075172424
240,0.04882245763007184,0.6314746141433716,0.573420524597168,0.60104900598526
241,0.05239578031791389,0.703310489654541,0.5944830775260925,0.6443338990211487
242,0.03296887813622581,0.5453492999076843,0.65459144115448,0.5949977040290833
243,0.02291011499251404,0.5993599891662598,0.5623739361763,0.580278217792511
244,0.09223839680203935,0.6595851182937622,0.7090895175933838,0.6834420561790466
245,0.16024120951883414,0.7786703705787659,0.6832891702651978,0.7278683185577393
246,0.09332745444602941,0.6812454462051392,0.6497061252593994,0.6651021242141724
247,0.05552624726463298,0.5744300484657288,0.6371144652366638,0.604150652885437
248,0.04643312407501302,0.676276683807373,0.617123007774353,0.6453471779823303
249,3.467776709017504e-05,0.5680663585662842,0.4107478857040405,0.4767647385597229
250,0.034283684633233155,0.6179069876670837,0.5222599506378174,0.5660715699195862
251,0.09900187612008156,0.6443603038787842,0.6277186870574951,0.6359306573867798
252,0.014286709957669843,0.6640540361404419,0.5401904582977295,0.5957521796226501
253,0.044560684270741814,0.5794689655303955,0.6684406399726868,0.6207831501960754
254,0.05732780232482147,0.5966583490371704,0.6406574249267578,0.6178755760192871
255,0.046642152167903426,0.6248418092727661,0.6588854789733887,0.6414122581481934
256,0.057655241004570215,0.6806866526603699,0.6269426345825195,0.6527101993560791
257,0.06357960951886299,0.6780843734741211,0.6815827488899231,0.6798290610313416
258,0.02362207872081472,0.5438439249992371,0.6241979598999023,0.5812569856643677
259,0.028588419132344896,0.5673309564590454,0.6273844242095947,0.5958483815193176
260,0.03925205910680721,0.590721845626831,0.5981578826904297,0.594416618347168
261,0.09751006571063572,0.6055629253387451,0.7198003530502319,0.6577584147453308
262,0.02096461639181092,0.655325174331665,0.5643243789672852,0.6064298748970032
263,0.045880619562748436,0.6104768514633179,0.6063225865364075,0.608392596244812
264,0.060546050229796484,0.6585605144500732,0.5648055672645569,0.6080905199050903
265,0.07471126471073393,0.6868605613708496,0.7463474869728088,0.7153695225715637
266,0.13387685938678628,0.6827412843704224,0.6407140493392944,0.6610603928565979
267,0.10165919670117933,0.5849872827529907,0.6401236057281494,0.6113147139549255
268,0.0681042867617403,0.6011143326759338,0.631515383720398,0.6159399151802063
269,0.09948351618142999,0.6509490013122559,0.7157409191131592,0.68180912733078
270,0.038029435609109284,0.7085837721824646,0.6272982358932495,0.6654680371284485
271,0.06950412420353191,0.6876344084739685,0.6560595035552979,0.6714759469032288
272,0.0009232358298618173,0.6100888252258301,0.4912046194076538,0.5442299842834473
273,0.02723670459738252,0.572717547416687,0.5793488025665283,0.5760141015052795
274,0.06887303704789953,0.6967534422874451,0.6805510520935059,0.6885569095611572
275,0.02409676713556259,0.5136429071426392,0.5838525891304016,0.5465019941329956
276,0.04129116439208408,0.6323891878128052,0.6054672002792358,0.6186354160308838
277,0.055081698312977795,0.6736631393432617,0.6757163405418396,0.6746881604194641
278,0.03613459929427558,0.5382882952690125,0.5970696210861206,0.566157341003418
279,0.0817021796710614,0.6009894609451294,0.7168384790420532,0.6538218855857849
280,0.1224691627401836,0.7340481281280518,0.7570893168449402,0.7453906536102295
281,0.08198226648299985,0.6313349604606628,0.7158382534980774,0.6709362864494324
282,0.022546691976737997,0.6365873217582703,0.5559746026992798,0.5935564637184143
